node_id,node_type,canonical_name,description
EMAIL::EML-00033,email,Turbine vibration investigation,Event EVT-2023-05-TUBELEAK recap: category=Boiler-side. Please review STS-U1-SH-OUT. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00034,email,Controls issue review,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00035,email,Controls issue review,Event EVT-DRAFT-20240612-18 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00036,email,Draft instability follow-up,Event EVT-2024-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00037,email,Fuel moisture concerns,Event EVT-2023-03-MILLTRIP recap: category=Boiler-side. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00038,email,Turbine vibration investigation,Event EVT-DRAFT-20231230-11 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00039,email,Controls issue review,Event EVT-DRAFT-20241106-24 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00040,email,Turbine vibration investigation,Event EVT-2023-05-TUBELEAK recap: category=Boiler-side. Please review STS-U1-SH-OUT. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00041,email,Planned outage scope,Event EVT-DRAFT-20231230-11 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00042,email,Turbine vibration investigation,Event EVT-DRAFT-20240724-21 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00043,email,Fuel moisture concerns,Event EVT-DRAFT-20240724-21 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00044,email,Draft instability follow-up,Event EVT-DRAFT-20240531-17 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00045,email,Turbine vibration investigation,Event EVT-2023-02-TB-VIB recap: category=Turbine-side. Please review STS-U1-TB-BRG2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00046,email,Controls issue review,Event EVT-DRAFT-20240112-13 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00047,email,Turbine vibration investigation,Event EVT-2024-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00048,email,Cooling performance issue,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00049,email,Cooling performance issue,Event EVT-DRAFT-20241219-26 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00050,email,Cooling performance issue,Event EVT-2023-09-PM1 recap: category=Planned Maintenance. Please review STS-U1-SH-OUT. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00051,email,Controls issue review,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00052,email,Draft instability follow-up,Event EVT-DRAFT-20240415-15 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00053,email,Planned outage scope,Event EVT-DRAFT-20240531-17 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00054,email,Fuel moisture concerns,Event EVT-DRAFT-20230303-01 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00055,email,Draft instability follow-up,Event EVT-2024-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00056,email,Controls issue review,Event EVT-DRAFT-20240415-15 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00057,email,Planned outage scope,Event EVT-DRAFT-20231230-11 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00058,email,Fuel moisture concerns,Event EVT-DRAFT-20230303-01 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00059,email,Controls issue review,Event EVT-DRAFT-20240701-19 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00060,email,Turbine vibration investigation,Event EVT-2023-03-MILLTRIP recap: category=Boiler-side. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00061,email,Turbine vibration investigation,Event EVT-DRAFT-20240531-17 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00062,email,Planned outage scope,Event EVT-DRAFT-20240724-21 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00063,email,Fuel moisture concerns,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00064,email,Controls issue review,Event EVT-DRAFT-20230303-01 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00065,email,Planned outage scope,Event EVT-DRAFT-20231123-10 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00066,email,Fuel moisture concerns,Event EVT-DRAFT-20241106-24 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00067,email,Controls issue review,Event EVT-DRAFT-20241106-24 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00068,email,Cooling performance issue,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00069,email,Cooling performance issue,Event EVT-DRAFT-20240415-15 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00070,email,Planned outage scope,Event EVT-DRAFT-20240415-15 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00071,email,Fuel moisture concerns,Event EVT-DRAFT-20240830-22 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00072,email,Fuel moisture concerns,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00073,email,Planned outage scope,Event EVT-DRAFT-20241130-25 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00074,email,Controls issue review,Event EVT-DRAFT-20230305-02 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00075,email,Fuel moisture concerns,Event EVT-DRAFT-20230927-07 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00076,email,Fuel moisture concerns,Event EVT-DRAFT-20230403-04 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00077,email,Turbine vibration investigation,Event EVT-DRAFT-20231123-10 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00078,email,Planned outage scope,Event EVT-DRAFT-20231123-10 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00079,email,Planned outage scope,Event EVT-DRAFT-20240531-17 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00080,email,Turbine vibration investigation,Event EVT-DRAFT-20240701-19 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00081,email,Controls issue review,Event EVT-DRAFT-20230303-01 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00082,email,Cooling performance issue,Event EVT-2024-03-CW-CONSTR recap: category=Cooling constraints. Please review STS-U1-CWP-2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00083,email,Planned outage scope,Event EVT-DRAFT-20241106-24 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00084,email,Controls issue review,Event EVT-2024-02-TB-VIB recap: category=Turbine-side. Please review STS-U1-TB-BRG2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00085,email,Turbine vibration investigation,Event EVT-DRAFT-20230303-01 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00086,email,Fuel moisture concerns,Event EVT-DRAFT-20240106-12 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00087,email,Planned outage scope,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00088,email,Turbine vibration investigation,Event EVT-2024-03-CW-CONSTR recap: category=Cooling constraints. Please review STS-U1-CWP-2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00089,email,Fuel moisture concerns,Event EVT-DRAFT-20230513-05 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00090,email,Turbine vibration investigation,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00091,email,Fuel moisture concerns,Event EVT-DRAFT-20240902-23 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00092,email,Turbine vibration investigation,Event EVT-DRAFT-20240408-14 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00093,email,Planned outage scope,Event EVT-DRAFT-20241219-26 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00094,email,Cooling performance issue,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00095,email,Turbine vibration investigation,Event EVT-DRAFT-20230524-06 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00096,email,Draft instability follow-up,Event EVT-DRAFT-20240902-23 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00097,email,Cooling performance issue,Event EVT-2024-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00098,email,Planned outage scope,Event EVT-DRAFT-20230524-06 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00099,email,Planned outage scope,Event EVT-DRAFT-20230927-07 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00100,email,Controls issue review,Event EVT-DRAFT-20240531-17 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00101,email,Cooling performance issue,Event EVT-DRAFT-20240902-23 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00102,email,Turbine vibration investigation,Event EVT-DRAFT-20240415-15 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00103,email,Controls issue review,Event EVT-DRAFT-20240408-14 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00104,email,Planned outage scope,Event EVT-DRAFT-20230524-06 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00105,email,Turbine vibration investigation,Event EVT-2023-02-TB-VIB recap: category=Turbine-side. Please review STS-U1-TB-BRG2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00106,email,Draft instability follow-up,Event EVT-2024-09-PM2 recap: category=Planned Maintenance. Please review STS-U1-CTF-BANK1. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00107,email,Controls issue review,Event EVT-DRAFT-20231230-11 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00108,email,Planned outage scope,Event EVT-2023-05-TUBELEAK recap: category=Boiler-side. Please review STS-U1-SH-OUT. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00109,email,Planned outage scope,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00110,email,Cooling performance issue,Event EVT-DRAFT-20230927-07 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00111,email,Cooling performance issue,Event EVT-DRAFT-20240830-22 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00112,email,Controls issue review,Event EVT-DRAFT-20240531-17 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00113,email,Planned outage scope,Event EVT-DRAFT-20241219-26 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00114,email,Fuel moisture concerns,Event EVT-DRAFT-20240415-15 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00115,email,Draft instability follow-up,Event EVT-DRAFT-20240612-18 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00116,email,Controls issue review,Event EVT-DRAFT-20240512-16 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00117,email,Fuel moisture concerns,Event EVT-2023-05-TUBELEAK recap: category=Boiler-side. Please review STS-U1-SH-OUT. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00118,email,Turbine vibration investigation,Event EVT-DRAFT-20241219-26 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00119,email,Draft instability follow-up,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00120,email,Planned outage scope,Event EVT-DRAFT-20230403-04 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00121,email,Cooling performance issue,Event EVT-2024-03-CW-CONSTR recap: category=Cooling constraints. Please review STS-U1-CWP-2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00122,email,Planned outage scope,Event EVT-2023-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00123,email,Draft instability follow-up,Event EVT-2023-03-MILLTRIP recap: category=Boiler-side. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00124,email,Planned outage scope,Event EVT-2024-06-AUXDRIFT recap: category=Cooling constraints. Please review STS-U1-CTF-BANK1. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00125,email,Fuel moisture concerns,Event EVT-DRAFT-20230303-01 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00126,email,Draft instability follow-up,Event EVT-DRAFT-20240701-19 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00127,email,Fuel moisture concerns,Event EVT-DRAFT-20240612-18 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00128,email,Turbine vibration investigation,Event EVT-DRAFT-20231230-11 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00129,email,Fuel moisture concerns,Event EVT-DRAFT-20230513-05 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00130,email,Turbine vibration investigation,Event EVT-DRAFT-20241106-24 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00131,email,Planned outage scope,Event EVT-DRAFT-20240612-18 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00132,email,Planned outage scope,Event EVT-2024-03-CW-CONSTR recap: category=Cooling constraints. Please review STS-U1-CWP-2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00133,email,Turbine vibration investigation,Event EVT-DRAFT-20241130-25 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00134,email,Fuel moisture concerns,Event EVT-DRAFT-20240830-22 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00135,email,Turbine vibration investigation,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00136,email,Fuel moisture concerns,Event EVT-DRAFT-20240612-18 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00137,email,Draft instability follow-up,Event EVT-DRAFT-20241106-24 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00138,email,Draft instability follow-up,Event EVT-DRAFT-20241219-26 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00139,email,Cooling performance issue,Event EVT-2024-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00140,email,Fuel moisture concerns,Event EVT-DRAFT-20230305-02 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00141,email,Planned outage scope,Event EVT-DRAFT-20231108-09 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00142,email,Fuel moisture concerns,Event EVT-2023-03-MILLTRIP recap: category=Boiler-side. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00143,email,Controls issue review,Event EVT-2024-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00144,email,Cooling performance issue,Event EVT-2023-02-TB-VIB recap: category=Turbine-side. Please review STS-U1-TB-BRG2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00145,email,Cooling performance issue,Event EVT-DRAFT-20230513-05 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00146,email,Planned outage scope,Event EVT-DRAFT-20241130-25 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00147,email,Fuel moisture concerns,Event EVT-DRAFT-20231104-08 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00148,email,Controls issue review,Event EVT-DRAFT-20230305-02 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00149,email,Draft instability follow-up,Event EVT-DRAFT-20231104-08 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00150,email,Fuel moisture concerns,Event EVT-DRAFT-20240724-21 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00151,email,Fuel moisture concerns,Event EVT-DRAFT-20240112-13 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00152,email,Fuel moisture concerns,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00153,email,Turbine vibration investigation,Event EVT-DRAFT-20241219-26 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00154,email,Fuel moisture concerns,Event EVT-DRAFT-20231108-09 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00155,email,Fuel moisture concerns,Event EVT-DRAFT-20240415-15 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00156,email,Draft instability follow-up,Event EVT-DRAFT-20240408-14 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00157,email,Draft instability follow-up,Event EVT-DRAFT-20231230-11 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00158,email,Fuel moisture concerns,Event EVT-DRAFT-20240902-23 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00159,email,Draft instability follow-up,Event EVT-DRAFT-20231230-11 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00160,email,Cooling performance issue,Event EVT-DRAFT-20240902-23 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00161,email,Draft instability follow-up,Event EVT-DRAFT-20230524-06 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00162,email,Fuel moisture concerns,Event EVT-2024-07-WETCOAL recap: category=Fuel quality. Please review STS-U1-MILL-3. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00163,email,Cooling performance issue,Event EVT-DRAFT-20230403-04 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00164,email,Cooling performance issue,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00165,email,Controls issue review,Event EVT-DRAFT-20230303-01 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00166,email,Fuel moisture concerns,Event EVT-DRAFT-20231123-10 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00167,email,Turbine vibration investigation,Event EVT-DRAFT-20230524-06 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00168,email,Draft instability follow-up,Event EVT-2024-03-CW-CONSTR recap: category=Cooling constraints. Please review STS-U1-CWP-2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00169,email,Fuel moisture concerns,Event EVT-DRAFT-20230309-03 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00170,email,Cooling performance issue,Event EVT-DRAFT-20240512-16 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00171,email,Controls issue review,Event EVT-2024-02-TB-VIB recap: category=Turbine-side. Please review STS-U1-TB-BRG2. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00172,email,Draft instability follow-up,Event EVT-DRAFT-20240720-20 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
EMAIL::EML-00173,email,Controls issue review,Event EVT-DRAFT-20231104-08 recap: category=Boiler-side. Please review STS-U1-IDF-A. Naming varies (IDF-A/Draft fan #1/APH/CW Pump).
